DOEID,time,HDD65,CDD65
116658,Nov,563,72
103855,Feb,89,152
101250,Feb,349,95
116298,May,584,55
108773,Feb,293,122
115075,Jun,463,78
101108,Feb,449,93
103176,Dec,471,79
118458,Mar,880,0
110198,Nov,151,121
1167739,Jul,10,401
112821,Mar,472,75
1098715,Feb,645,31
1078509,Jun,535,25
110046,Aug,465,103
1102502,Nov,399,108
103837,Dec,296,111
1079218,Mar,28,356
108081,Feb,385,91
104602,Oct,272,131
112230,Oct,370,106
114962,Jun,481,65
1026713,Jun,360,135
115192,Apr,497,60
110070,Dec,606,70
104351,Sep,164,26
1153121,Jul,421,33
107998,Jul,489,74
113722,Jul,67,116
113973,May,1175,0
104797,Oct,514,22
115063,Nov,217,184
118459,Jul,429,75
107281,Jan,369,105
105076,Dec,418,18
112911,Oct,493,62
110144,May,359,96
106253,Jun,82,308
105677,Sep,294,125
1018995,Jul,573,58
104491,Mar,305,120
101802,Aug,133,227
108317,May,418,91
117345,Jan,334,99
113115,Apr,473,74
106010,May,364,21
101842,Feb,205,70
116341,Apr,374,107
1025117,Apr,319,116
106861,Apr,196,35
112902,Dec,23,308
100989,Jan,947,0
101069,Apr,428,54
1068837,Jan,381,97
104354,Mar,478,78
106846,May,527,78
102619,Jan,446,70
113673,Mar,649,73
103409,Sep,458,61
104896,Apr,682,51
116159,Dec,379,131
109645,Nov,361,84
108093,Apr,382,108
108470,Jan,579,50
109971,May,487,84
1060871,Jul,83,117
100768,Sep,214,154
1071777,Oct,41,377
1139505,May,422,96
110612,Jun,108,137
114907,Jul,117,247
102474,Jun,208,143
104158,Feb,514,57
104871,Mar,168,38
103244,Dec,408,72
111742,May,353,115
108334,Jan,407,72
1145607,Feb,335,34
103595,Aug,13,372
104393,Nov,175,229
1028705,Jun,102,277
106506,Aug,381,78
1132592,Apr,515,54
109609,Jul,522,36
101641,Nov,400,92
1065159,Nov,60,303
1180425,Nov,118,206
116551,May,252,158
106793,Nov,512,96
102291,Oct,424,65
1065873,Apr,404,86
1097179,Sep,421,83
108975,Jul,102,360
105272,Aug,152,206
1052873,Mar,487,97
117929,May,914,0
118026,May,420,94
105286,Sep,325,113
102357,Dec,792,1
108572,Jan,151,357
1061212,May,496,85
1176282,Mar,358,120
1058675,Sep,541,48
101579,Mar,270,136
110106,Nov,79,76
103620,Jul,33,296
100498,Oct,113,287
117473,Mar,388,29
111281,Mar,1223,0
113601,Oct,226,180
108638,Nov,289,177
102248,Sep,298,116
101747,Nov,338,92
112274,Jun,73,136
116306,Mar,591,88
115564,Nov,354,99
1007778,Apr,697,26
1076965,Apr,232,122
113841,Jul,138,204
104161,Dec,417,70
109760,Mar,223,160
102727,Oct,479,84
113454,Apr,139,205
111616,Nov,514,46
1090504,Dec,385,100
101542,Jun,188,168
114230,Jul,13,392
100235,Jul,217,44
106140,Jan,319,117
116021,May,447,71
116403,Jul,8,390
113407,Apr,207,96
103742,Jun,400,85
102458,Aug,355,95
110624,Jul,301,102
100648,Oct,312,121
106639,Nov,373,98
108677,Oct,575,57
1135312,Oct,185,197
105174,Aug,366,112
111787,Apr,194,159
116640,Feb,294,124
100240,Jun,263,150
100642,Jun,500,28
110507,Oct,439,80
114855,Apr,168,162
117034,Sep,570,73
111737,Jul,545,66
1144291,Sep,103,244
1030663,Mar,535,49
1037811,Dec,609,38
105845,Aug,219,170
100405,Jun,154,184
109932,Dec,237,186
112718,Jan,416,45
115985,Jan,30,306
113592,Feb,508,63
100071,Oct,656,54
117927,Apr,290,137
108295,Nov,194,234
1197158,Sep,253,147
107309,Jan,453,74
107361,Feb,69,319
116370,Dec,480,74
102853,Dec,634,28
117179,Nov,414,83
101434,Nov,152,236
103810,Sep,371,93
101041,Jun,166,164
115117,May,535,45
109409,Jan,643,2
100818,May,486,92
117737,May,612,28
105451,Oct,390,92
1059148,Aug,736,23
1196136,May,473,70
102082,Nov,714,31
115595,Sep,24,334
116598,Feb,44,311
103819,Nov,161,240
106700,Dec,494,72
1026082,Sep,457,114
105793,Dec,371,39
105613,Feb,460,77
108458,Oct,267,132
112179,Oct,316,123
105302,Feb,28,390
100470,Apr,270,161
107552,Nov,493,66
116807,Mar,479,75
105734,Nov,273,242
111987,Feb,208,155
103612,Oct,162,77
1180510,May,54,330
108065,Feb,243,136
102282,Mar,261,114
1154321,May,325,137
105616,Sep,150,354
105243,Sep,365,28
101703,Jun,286,141
105455,Jan,409,98
113391,Apr,367,109
102695,Jul,420,9
114711,May,187,21
1093714,Jul,104,303
100716,Apr,412,80
113423,Nov,358,100
1179367,Mar,237,166
102973,May,541,15
110849,May,523,66
101494,Feb,188,146
101404,Oct,629,33
118223,Aug,275,137
116106,Oct,191,129
110743,Oct,128,310
112460,Feb,552,77
111021,Nov,605,55
113090,Nov,372,12
104853,Nov,483,66
112187,Oct,645,39
109894,Aug,578,53
113596,Feb,128,227
118161,Jan,420,95
106176,Jun,609,26
100589,Dec,323,98
106618,May,394,17
101157,May,335,80
114011,Apr,559,90
113385,Apr,112,331
104601,Mar,679,55
114442,Mar,432,85
110931,Jan,67,325
114830,Jun,428,89
1183259,Feb,201,159
104799,May,83,249
1183770,Jun,165,174
112581,Dec,375,95
1020525,Dec,452,84
1198785,Feb,98,125
110945,Nov,715,45
109702,Aug,541,71
113692,Jul,573,84
101524,Jun,601,37
1012035,Aug,390,73
1027187,Nov,217,135
117418,Jun,74,107
1052595,Jun,348,116
109355,Feb,143,194
117296,May,493,89
111563,Oct,528,64
1088358,Sep,360,120
103044,Sep,0,344
1115967,Dec,399,90
1078299,Apr,332,112
102578,Sep,428,118
109533,Jun,574,36
100344,Sep,161,230
115462,Oct,194,169
106345,Dec,0,416
102414,Jan,649,35
103319,Feb,330,123
108652,Jan,237,140
115032,May,120,208
102645,Jun,561,96
1043384,Nov,49,317
107726,Jun,484,119
101680,Sep,110,182
112796,May,187,78
109767,May,97,307
1088276,Dec,482,79
1069066,Oct,360,107
117836,Nov,193,38
110750,Oct,54,292
110483,Sep,225,138
1012450,Feb,427,96
108548,Jul,491,85
113812,Sep,387,10
117434,Apr,81,258
112606,Sep,562,56
112100,Jul,102,288
115570,Jul,462,34
111965,Jan,785,23
111491,Jun,429,106
104269,Feb,195,132
101685,Jun,128,226
102132,Oct,298,93
110388,Oct,378,129
104161,Jul,442,72
1009400,Jan,388,98
1065159,Jun,52,318
115256,May,316,109
105449,Dec,416,75
116987,May,209,147
111413,Aug,519,52
114456,Jan,371,100
117163,Oct,424,85
102394,Mar,783,44
108019,Mar,691,30
1108936,Dec,371,94
112012,Aug,152,225
106392,Oct,107,341
112627,Apr,375,102
109198,Nov,507,71
102002,Jul,572,50
106775,Nov,162,202
117696,May,229,161
103179,Jul,494,37
112457,Jan,447,75
109137,Jul,650,65
1051454,Apr,394,89
104583,Apr,142,169
103211,Mar,11,415
112696,Nov,345,99
110377,Jan,82,239
106445,Dec,223,144
105090,Oct,93,293
113909,Jun,260,193
103131,Nov,221,133
116435,Mar,361,105
109700,Oct,8,411
105380,Sep,163,189
110343,Oct,707,64
108411,Jul,516,85
117003,Apr,446,115
106798,Mar,333,114
116516,Jun,248,128
105694,Mar,523,41
117927,Dec,276,139
109316,Nov,593,34
108038,Nov,538,60
114142,Jan,135,187
106838,Sep,529,81
108886,Jan,468,80
118114,Sep,416,73
108264,Jun,304,144
1024754,Jun,618,20
114939,Jul,277,133
1068728,Oct,340,117
108861,Dec,419,83
101745,Sep,588,74
110400,Jun,397,56
115211,May,851,0
111347,Apr,68,338
103734,Jun,161,234
113315,Nov,96,322
106727,Sep,451,82
100744,Sep,383,20
105022,Apr,489,65
100227,Jun,434,93
1017720,Feb,98,285
114084,Sep,243,141
113421,Oct,386,91
1080064,Apr,419,52
105596,Oct,318,131
105540,Jul,226,122
1127551,Oct,363,92
109122,Jun,437,107
1175695,Feb,230,138
114424,Apr,601,68
1135656,Feb,395,91
101509,Sep,219,128
105764,Jul,86,146
106573,Sep,173,30
1037887,Jan,640,46
110996,Jan,406,72
110260,Sep,452,76
107158,Jul,696,57
110560,Jun,318,129
102164,Jun,197,154
115409,Jan,83,267
103479,Jun,516,95
103787,Jan,480,93
106561,Mar,232,141
113673,Oct,599,55
1118150,Mar,685,54
1007111,Jun,200,170
105982,Feb,112,375
102845,Jan,101,241
113641,Aug,246,155
109749,Feb,570,97
1057834,Nov,341,98
105786,Feb,369,59
113241,Aug,398,14
110481,Dec,348,97
1182374,Jul,266,125
103952,Dec,312,154
117264,Jan,86,74
118396,Nov,638,45
100854,Dec,118,264
115228,Jul,359,111
116105,Jun,290,111
113582,Jul,172,199
1112913,Oct,510,55
1045897,Apr,74,282
113521,Nov,545,84
109473,Sep,314,128
100455,Nov,440,118
1130140,Sep,507,75
1065630,Nov,396,89
106014,Oct,371,109
105908,May,595,81
106608,Mar,401,103
118150,May,283,127
104181,Feb,370,15
1183259,Dec,192,138
1050688,Jul,432,57
107167,Jul,577,39
113611,Jul,393,75
101688,May,742,66
103655,Feb,518,80
114247,Feb,77,297
110790,May,613,35
118150,Jul,277,147
1064935,Jan,494,71
100771,Feb,190,102
103497,Feb,105,287
115038,Oct,590,58
117308,Jun,413,100
106328,Feb,106,253
112954,Aug,507,81
114856,Nov,51,277
110288,Jul,464,85
109122,Mar,475,61
113309,Mar,535,63
107425,Dec,297,137
100546,Apr,362,101
1124970,Feb,476,74
1115804,Feb,356,111
103738,Jan,617,38
1115628,Jan,109,343
1092517,Sep,139,235
111738,Dec,550,54
112716,Jun,184,193
114937,May,402,82
1155039,Aug,499,50
105288,Nov,218,129
108540,Sep,139,34
1165962,Apr,503,71
104600,Feb,402,80
107862,May,643,15
112780,Mar,455,85
113331,Jul,249,114
112884,Jul,435,88
102267,Aug,66,476
112351,Nov,341,31
115954,Sep,579,47
102623,Sep,401,107
115480,Oct,52,263
1163582,Oct,646,28
110513,Jun,476,73
107829,Feb,151,253
101483,Apr,406,83
100262,Sep,146,380
101734,Sep,181,188
109707,Mar,88,274
103299,Oct,320,79
102741,Jan,400,109
107816,Jan,213,163
101437,Feb,530,61
109517,Sep,80,286
113208,Aug,287,133
112082,Dec,437,91
1084438,Apr,16,369
1166199,Jun,448,75
104825,Mar,146,379
104426,Jan,374,23
1020150,Sep,363,103
103821,May,394,85
1066043,Aug,377,102
116736,Jul,584,58
106914,Jul,396,91
109108,Mar,555,51
102917,Nov,457,61
1029009,Jan,91,253
115091,Jul,62,426
100204,Jun,280,146
100001,Jan,323,151
111726,Mar,493,84
102414,Feb,744,42
112230,Jun,350,104
105960,Aug,420,78
114999,Dec,497,80
113908,Jun,296,103
1111131,Nov,390,23
1036794,Oct,502,67
105643,Aug,451,90
101810,Jun,380,109
111708,Mar,410,111
1014035,Sep,358,119
115238,Jul,160,219
116492,May,377,83
104995,Sep,616,72
104585,Nov,198,182
105265,Jun,760,51
118397,Aug,509,72
111387,Jun,115,190
116069,Apr,194,165
117423,Feb,235,124
1013280,Sep,140,199
1031410,Oct,132,227
111480,Jan,270,129
105958,Mar,460,78
107932,Mar,610,44
113279,Mar,166,28
1065094,Jun,92,124
1017244,Jun,457,75
116271,Oct,513,55
109054,Dec,342,100
116387,Oct,154,346
110062,May,371,84
114643,Jul,176,189
105968,Feb,101,258
1112815,Jun,96,433
102862,Nov,753,55
1023420,Oct,188,163
109797,Sep,582,37
101098,Oct,518,79
1074476,Feb,604,32
103493,Sep,433,1
106029,Sep,439,69
110283,Apr,388,85
1191307,Jan,357,118
1121736,Nov,61,310
117960,Apr,167,165
112760,Sep,498,57
114541,Nov,561,38
115414,Sep,152,223
115849,Aug,405,90
115117,Jul,564,58
100453,Apr,513,41
116926,Feb,91,255
114958,Jul,145,150
1007198,Oct,478,60
113816,Feb,326,98
105170,Jul,444,100
115577,Dec,260,138
115552,Jan,673,55
113079,Jun,178,170
117000,May,362,127
1038222,Apr,480,76
106286,Feb,154,182
1101521,Mar,356,91
110254,Nov,250,126
114633,May,236,147
112230,Mar,365,116
1102891,Dec,495,99
107082,Nov,302,136
115120,Aug,310,87
1142801,Feb,433,83
112083,Apr,114,146
111534,Apr,443,90
1148209,Jan,70,491
115334,Sep,503,79
102390,May,361,84
103031,Dec,483,94
111572,Jun,337,126
104935,Feb,607,79
116880,Jun,621,33
101008,Oct,360,97
118236,Aug,592,58
111349,Mar,322,109
107289,Dec,395,83
102081,Dec,313,128
102255,Aug,199,82
114080,Jul,280,145
101050,Feb,126,328
107490,Sep,466,73
110792,Mar,18,315
113855,Mar,225,164
100718,May,423,66
1013233,Sep,0,411
118164,Apr,192,158
106805,Sep,559,39
1156935,Nov,627,67
107914,Jun,625,21
109005,Sep,246,98
106291,Aug,359,105
108008,Dec,428,4
108569,Jun,492,65
113825,Apr,427,81
1174905,Sep,437,71
115969,May,304,120
109427,Jul,122,261
103220,Apr,84,129
109365,Dec,328,28
115111,Aug,574,74
111123,May,325,128
114949,Mar,579,49
107573,May,336,103
110313,Aug,194,142
101029,Feb,347,91
114783,Oct,98,275
100161,Apr,606,59
110080,Dec,357,113
103941,Oct,596,59
118238,Apr,700,63
107307,Oct,446,77
1012366,Jul,490,75
108092,Nov,438,71
109700,Mar,12,418
105833,Feb,288,133
117888,Apr,325,93
1171762,Jun,132,219
105278,Aug,447,128
114117,May,382,121
106963,May,247,179
110936,Nov,153,340
105874,Aug,507,76
107950,Oct,551,54
111573,Apr,585,55
117763,Dec,91,224
105171,Sep,366,91
109642,Oct,284,139
117857,May,258,127
103892,Jan,254,105
1014280,Jul,521,82
102572,Oct,4,80
110659,Jul,381,95
102313,Nov,562,51
106355,Jan,360,114
108697,Dec,660,50
105006,Jun,415,89
108573,Jun,88,87
103123,Mar,411,116
104113,Oct,298,91
1001870,Aug,105,342
101981,Jun,600,57
101733,Sep,428,82
112006,Nov,383,102
1155730,Apr,444,78
115994,Dec,0,374
103648,May,295,146
116519,May,516,75
116852,Aug,116,359
104028,Aug,103,62
1125147,Dec,625,35
100303,Aug,287,124
101447,Jan,483,81
118142,Dec,363,95
110948,Dec,93,132
114145,Aug,281,135
113178,Aug,525,95
108980,Jul,438,75
114914,Nov,4,438
104544,Mar,110,243
102310,Apr,148,334
101864,May,447,87
113513,Dec,7,401
103190,Nov,371,18
115971,Jul,586,52
105760,Nov,533,79
109296,Aug,251,125
100965,Feb,344,107
1084870,May,212,125
108291,Apr,359,100
115938,Mar,397,101
1161396,Jan,552,50
100175,Dec,59,286
104471,Feb,486,60
103030,Dec,699,64
103250,Dec,549,53
112901,Jul,215,165
112540,Nov,152,239
115383,Apr,385,95
114869,Jan,598,73
113753,Feb,600,87
104721,Oct,367,105
1176922,Mar,211,138
100419,Feb,119,243
105579,Sep,411,79
109971,Dec,446,73
1009379,Dec,396,104
106246,May,242,149
102213,Jul,392,71
104774,Apr,285,150
105778,Apr,185,168
103408,Jun,64,297
104178,Aug,349,107
117153,Sep,383,113
1005209,Jan,870,1
114965,Nov,252,109
109188,Aug,521,72
112327,Dec,0,333
1186105,May,259,126
1161866,Sep,415,124
104882,Dec,219,160
100349,Mar,326,136
113167,Apr,76,295
110659,Jun,365,101
1099165,Nov,450,77
109724,Jul,730,27
118455,Mar,526,69
104461,Mar,249,97
111748,Mar,488,89
104679,Jun,633,80
115917,May,38,370
101706,Feb,411,115
106865,Apr,101,216
100484,Sep,348,109
1039250,Jul,567,63
113665,Aug,356,104
109875,Jan,159,191
100703,Jul,962,1
105261,Aug,34,400
103007,May,101,243
102052,Mar,100,233
1035308,May,366,118
108417,Dec,210,203
117795,Jun,364,18
105440,Feb,333,118
1096919,May,482,58
104987,Apr,27,338
117474,Jun,604,21
100313,May,77,183
107454,Mar,58,317
1161601,May,156,222
1157344,Apr,775,38
113405,May,361,21
104087,Aug,277,134
1116271,Mar,648,19
115589,Mar,1234,0
1129557,Apr,497,62
102659,Oct,502,115
117260,Jun,161,343
104198,Mar,349,101
103202,Jun,509,62
115289,Sep,91,238
100700,Jan,453,84
108670,Mar,361,125
115699,Apr,352,120
112321,Jul,108,288
105871,Nov,524,62
106639,Aug,408,116
101457,Mar,244,155
105969,Oct,591,69
104497,May,267,138
110183,Oct,771,0
111544,Nov,164,51
113637,May,598,27
103827,Jun,351,74
108642,Apr,589,80
111735,Nov,508,83
113371,Mar,483,59
103743,Dec,178,244
112965,May,120,185
106323,Apr,167,100
112160,Nov,517,90
114114,Jan,0,277
113489,Aug,456,90
110035,Apr,188,159
108059,Jul,523,43
100803,Jun,582,95
114005,Sep,487,72
117297,Dec,342,50
103854,May,351,99
117530,Aug,406,90
102432,May,392,94
111377,Jul,507,82
110506,Nov,473,80
115319,Jun,269,158
100535,Aug,590,46
105750,Feb,221,206
108821,May,92,248
109965,Dec,414,110
110524,Jun,418,97
114373,Mar,481,76
1129425,Dec,0,299
107517,Feb,451,77
1119702,Dec,413,103
109085,Sep,271,110
107382,Jul,93,89
104492,Sep,417,108
1127830,Nov,480,71
1183889,Dec,28,331
111548,Mar,258,153
117870,Dec,466,105
102250,Jun,0,278
102289,May,1225,0
104861,Mar,131,88
1176438,Nov,415,82
100282,Jun,358,81
118040,Oct,571,65
107503,Jun,203,170
114555,Sep,231,194
101594,Nov,527,61
1122003,Dec,338,100
1049825,Apr,521,67
1126630,Jan,725,37
1078324,Jan,559,30
1112353,Mar,272,77
117482,May,340,123
116364,Sep,77,418
103027,Sep,479,91
106788,Mar,453,87
101639,May,613,63
108971,Dec,98,257
109525,Jul,357,93
112049,Apr,92,434
1188663,Jan,23,380
1196216,Aug,454,91
106828,Jul,19,370
112275,Dec,157,326
104200,Mar,232,136
100864,Oct,387,89
108982,Aug,36,341
117478,Apr,154,270
1118121,Aug,588,41
1117750,Sep,202,161
110886,Dec,27,351
1167273,Jul,267,214
105988,Feb,295,149
106799,Sep,118,119
115467,Apr,442,72
1148116,Mar,107,277
103747,Nov,277,135
1008587,Oct,275,153
1132130,Jun,362,89
101111,Apr,624,28
1176128,Feb,621,29
117252,Apr,81,467
103040,Dec,161,206
113098,Oct,0,301
1016494,Sep,711,19
101869,Feb,136,237
104943,Jun,97,168
101234,Apr,526,85
111563,Jan,562,72
111236,Mar,178,164
116202,Jul,441,55
103265,Jun,116,240
1157937,Feb,495,51
107155,Oct,613,74
102459,Oct,46,364
1129735,Oct,389,87
111519,Jun,566,65
101957,Dec,351,104
111285,Nov,254,106
103339,Oct,11,408
1108936,Nov,365,100
107162,Dec,358,104
118244,May,331,128
112998,Sep,589,53
102098,Jan,136,316
118091,Aug,463,84
1005594,Jan,104,277
111444,Feb,405,67
112697,Jan,242,128
111936,Sep,95,252
1024894,Oct,378,140
115845,Jul,333,89
109194,Oct,131,247
111901,Jan,318,134
116232,May,255,144
105782,Jun,422,101
103016,Mar,460,47
107203,May,380,65
101632,Jun,355,105
108443,Aug,416,60
110672,Nov,462,71
107871,Jun,186,147
100842,Apr,393,121
104966,Apr,514,70
117675,Jan,683,28
106432,Feb,133,203
1035348,May,352,109
100116,Feb,542,47
116317,Oct,603,22
117368,Jun,5,412
106208,Oct,456,72
107987,Feb,136,30
1070342,Jan,526,80
1122695,Jan,420,74
105746,Jun,522,58
113835,Jan,595,23
1134240,Dec,393,88
105386,Apr,784,28
116611,Oct,439,68
104387,Feb,441,50
102894,Jul,233,181
112673,Jan,650,34
111587,Sep,467,84
106225,Aug,292,128
100696,Jan,1184,0
102790,Dec,399,102
114248,Jun,382,28
101112,Nov,369,17
109871,May,258,160
100476,Jun,156,216
113231,May,91,410
104630,Jun,736,27
1190864,Feb,120,205
116548,Nov,525,85
117195,Sep,604,8
1089514,Dec,524,61
107467,Apr,120,220
105356,May,354,109
115713,Mar,549,43
106367,Jun,413,90
102531,Oct,333,99
1144974,Sep,340,102
102921,Apr,177,83
102065,Apr,302,144
102874,Mar,142,223
111692,Aug,138,212
112931,Apr,252,202
100492,Dec,585,47
118050,Oct,520,82
108948,Jun,341,128
112219,Jun,0,450
116612,Aug,130,211
107162,Nov,343,110
107277,Nov,1,256
116034,Mar,466,83
1005872,Oct,389,104
110888,Oct,94,217
110764,Jun,504,119
109815,Feb,368,23
110046,Nov,438,104
101113,Jan,270,118
1143634,Jul,360,96
103164,Oct,266,144
108869,Feb,407,89
103382,Oct,587,17
100265,Dec,509,58
1064094,Jun,238,154
103835,Mar,172,184
101973,Oct,221,64
101406,Apr,387,21
100455,Feb,430,120
111852,Feb,231,114
100082,Apr,617,41
114782,Aug,360,98
116861,Sep,362,123
104895,Jan,154,121
113658,Sep,714,63
103325,Apr,247,222
104287,Jan,120,269
102427,Nov,0,229
109838,Jul,556,50
1146593,Mar,8,414
109483,Dec,343,103
116724,Jul,334,116
106078,Dec,338,105
102866,Jan,176,234
110914,Nov,715,50
1142692,Aug,111,251
113120,Jan,480,90
100334,Jan,517,53
102668,Oct,351,97
117787,Oct,99,224
106117,Jul,491,68
105447,Sep,161,218
1187191,Jun,565,57
114078,Dec,376,119
108329,Mar,368,86
108110,Jul,431,107
106187,Apr,247,156
1018530,Dec,499,38
105455,Oct,411,92
118229,Aug,140,205
101734,Mar,162,194
116223,Oct,393,89
117602,Dec,348,146
1165404,Mar,587,31
116886,Jan,304,110
114984,Mar,202,166
112570,Nov,389,120
1105360,Jul,410,97
104230,Jan,385,61
1109788,Jun,844,21
109316,Mar,587,43
101995,Oct,94,132
103080,Aug,237,178
102407,Dec,353,112
114091,Nov,85,287
100977,Dec,168,234
109313,May,203,140
115745,Oct,418,74
107977,Feb,181,306
108230,May,282,110
1170806,May,419,92
116274,Aug,324,122
106745,Feb,236,142
1017244,Feb,455,96
112138,Jun,495,44
118239,Apr,221,142
106781,Oct,490,71
116396,May,733,53
114880,Jan,81,183
110611,Aug,164,248
1105316,Dec,130,190
106198,Mar,272,173
1045897,Aug,65,301
107649,Aug,181,196
117303,Apr,514,67
100948,May,273,124
114422,Dec,285,131
107606,Jul,104,366
108503,Dec,497,86
102433,Jan,209,111
1104433,Jul,129,231
110948,Jan,93,127
114406,Mar,362,101
103146,Jan,421,24
108136,Jul,392,93
1094771,Apr,487,54
101004,Jul,336,87
107581,Jan,271,138
1093165,Oct,273,135
108903,Feb,464,78
113286,Jan,135,166
104961,Mar,289,141
114213,Mar,166,174
1115697,Oct,660,74
109376,Apr,177,179
106830,Jun,517,54
118259,Dec,172,164
112154,May,330,134
114821,Nov,112,91
105543,Mar,345,121
113195,Jul,467,74
104962,Apr,582,40
110336,Feb,435,79
1128726,Jan,563,58
116323,Aug,396,97
1154661,Sep,465,101
101481,Dec,866,0
103380,Dec,310,94
116536,Jan,466,55
1090354,Feb,373,120
114865,Oct,241,145
117700,Jan,356,101
112335,Mar,168,221
102080,Nov,147,230
1062707,May,223,152
1015497,Mar,143,346
114950,Jan,276,153
102140,Jan,307,137
115222,Dec,621,99
108718,Dec,310,97
1159548,Apr,585,63
115872,Oct,445,88
110927,Mar,377,104
104670,Nov,269,149
1165404,Jul,591,34
115653,Jul,122,253
114242,Sep,416,66
104726,Dec,622,76
105841,Jun,219,124
109439,Jun,107,272
104381,Apr,347,125
111592,Sep,184,49
100092,Jun,441,57
108349,May,92,252
104697,Aug,229,149
114218,Aug,101,258
107953,Jul,88,295
113483,Jan,30,349
108896,Dec,635,32
111842,Dec,646,60
101973,Nov,230,81
117687,Apr,479,73
112430,Feb,0,394
118244,Jul,291,129
116487,Jun,291,94
116023,Jul,346,86
1043060,Jan,462,94
1099165,Feb,448,71
106160,Feb,105,245
104367,Jun,213,141
1042505,Sep,168,50
111490,Feb,651,67
105490,Jul,196,200
106413,Apr,149,209
105623,May,189,187
1183110,Feb,82,95
1051657,Jul,335,94
107313,Jul,278,120
110136,Aug,568,75
114301,Apr,328,134
104708,Dec,350,122
117506,Feb,67,462
109605,May,101,345
107687,Feb,211,134
1061587,Jul,309,115
112493,Apr,86,230
118037,Jan,136,208
111316,May,401,1
117466,Jul,275,177
110687,Jul,179,171
114245,Oct,40,332
117173,Feb,355,104
102462,Oct,308,119
117721,May,181,210
115351,Jun,372,93
110879,Jul,421,7
105996,Mar,245,159
111690,Nov,411,68
108825,Aug,84,101
1094573,Feb,583,33
102485,Jul,126,226
105619,Dec,261,135
109809,Sep,74,421
114905,Mar,77,74
116538,Jul,611,38
1017542,Dec,392,110
115311,Aug,373,137
117952,Apr,414,92
115930,Apr,608,57
113072,Sep,601,52
104837,Dec,666,52
116534,May,440,107
104265,Mar,168,182
112551,Sep,552,60
1035664,Sep,481,80
106650,Jul,344,112
114970,Jul,192,30
106786,Jun,264,131
102591,Feb,174,136
103343,May,359,122
104289,Jun,462,92
105220,Dec,577,52
104889,Dec,438,88
106280,May,98,240
113674,Apr,531,68
109954,Nov,194,184
1173338,Jul,396,109
107869,May,418,93
104990,Aug,344,107
1162608,Jan,372,91
107415,May,52,324
113179,Sep,363,98
116167,Dec,433,77
101161,Mar,204,156
113613,Apr,538,45
102118,Apr,378,62
100033,Oct,113,397
113469,Jan,438,60
113429,Jun,364,113
100468,Jan,373,86
1013969,Dec,377,99
111354,Dec,70,101
109757,Aug,226,140
117456,Jul,235,156
101952,Oct,449,97
104474,Mar,357,110
101629,May,447,68
109848,Jun,603,62
100494,Sep,287,134
105063,May,462,77
100827,Nov,237,148
114879,Apr,277,134
1132566,Feb,332,84
1050026,Aug,187,136
1051769,Oct,405,122
100502,Dec,233,171
106814,Oct,237,213
100732,Nov,479,81
110157,Jul,15,383
115878,Jan,466,71
112383,Dec,294,102
1081900,Oct,461,57
115428,Apr,538,79
106510,Nov,1,260
116929,Apr,349,22
111957,Apr,626,81
102136,Sep,641,40
101588,May,255,177
100195,Oct,612,41
108156,Jan,457,73
102914,Nov,103,268
109168,Dec,391,109
102458,May,359,108
116525,Feb,533,104
109033,Aug,372,104
102856,Aug,391,103
114301,May,324,123
113001,Jul,387,80
1099165,Aug,467,74
107247,Nov,380,17
107147,Mar,374,113
1097396,Nov,443,75
114260,Jun,513,92
109635,Aug,473,70
102373,Mar,89,237
1075106,Jul,166,185
1087662,Jun,247,128
116044,Sep,198,173
102933,Jun,106,241
104513,Jul,464,61
115409,Jun,90,306
104986,Apr,476,65
113549,Jun,463,95
118062,Aug,399,107
107808,Feb,123,197
104687,Feb,362,149
1144124,Jan,343,115
106025,Jun,430,70
109966,Oct,88,276
116815,May,383,116
113982,Sep,394,77
111712,Jun,422,75
106731,Apr,382,116
116856,Oct,535,57
102383,Nov,303,83
1075083,Mar,123,230
1049802,Apr,214,113
105938,Oct,523,64
117706,Jan,603,44
109344,Sep,460,117
102683,Jul,232,202
102153,Aug,463,70
102058,Feb,248,105
109248,Nov,350,108
113752,Oct,214,131
102115,Apr,353,24
108298,Jul,807,41
1032439,Jun,194,169
116925,May,496,70
1136140,Jun,455,76
116479,May,344,104
100879,Feb,517,65
110542,Jan,99,367
110392,Jul,308,119
105420,Feb,338,41
1054978,Nov,323,115
106816,Jan,261,134
108389,Mar,248,172
114354,Feb,521,57
111764,Feb,841,0
114350,Dec,278,140
117059,Dec,370,97
104777,Nov,19,363
116867,Apr,503,62
1115782,Oct,311,120
106007,Mar,439,79
114842,Feb,94,179
114586,Jan,371,104
118022,Dec,590,56
115426,Aug,362,142
106751,Apr,97,248
106937,Feb,383,118
111386,Jun,111,218
105589,Oct,230,166
1193707,Dec,8,411
115244,Jan,433,85
1178844,Jul,61,171
101058,Jan,857,0
1011675,Apr,260,143
1005517,Feb,112,213
107664,Sep,550,72
105788,Nov,477,73
103166,Nov,369,126
108415,Jun,452,76
107577,Oct,88,114
101057,May,225,206
112426,Oct,348,105
112898,Feb,407,56
104004,Mar,396,12
109326,Nov,220,149
113863,Jul,654,27
112115,Apr,631,33
1198128,Dec,600,52
106799,Jul,113,131
117875,Apr,173,239
117831,Aug,409,6
1051248,Mar,27,366
1177899,Sep,312,147
1140255,Jan,417,83
105986,Dec,346,31
