HHID,REGIONC,DIVISION,STATE_FIPS,state_postal,state_name,HHSEX,HHAGE,EMPLOYHH,EDUCATION,SDESCENT,HOUSEHOLDER_RACE,NHSLDMEM,NUMCHILD,NUMADULT1,NUMADULT2,ATHOME,MONEYPY
357436,MIDWEST,West North Central,27,MN,Minnesota,2,66,3,3,0,1,2,0,0,2,5,16
135335,MIDWEST,West North Central,29,MO,Missouri,1,81,3,2,0,1,1,0,0,1,5,9
212976,SOUTH,East South Central,21,KY,Kentucky,1,80,3,2,0,1,1,0,0,1,4,7
241037,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,33,1,4,0,1,2,0,2,0,2,13
72588,WEST,Pacific,53,WA,Washington,1,40,1,3,0,3,1,0,1,0,5,6
223513,MIDWEST,East North Central,55,WI,Wisconsin,1,63,3,5,0,1,1,0,1,0,5,11
446843,MIDWEST,West North Central,19,IA,Iowa,2,83,3,2,0,1,2,0,0,2,5,15
51624,SOUTH,South Atlantic,51,VA,Virginia,2,59,1,4,0,1,3,2,1,0,5,13
121871,SOUTH,South Atlantic,51,VA,Virginia,1,37,4,3,0,1,1,0,1,0,5,4
411841,MIDWEST,East North Central,26,MI,Michigan,1,82,3,5,0,1,2,0,0,2,5,14
295855,SOUTH,West South Central,22,LA,Louisiana,1,27,1,2,0,2,3,1,2,0,3,6
10067,MIDWEST,East North Central,26,MI,Michigan,2,69,3,3,0,1,2,0,0,2,5,7
334278,NORTHEAST,New England,25,MA,Massachusetts,2,30,1,4,0,1,2,0,2,0,5,15
312096,SOUTH,South Atlantic,45,SC,South Carolina,2,57,1,3,0,1,1,0,1,0,0,6
349610,SOUTH,South Atlantic,11,DC,District of Columbia,1,27,1,4,0,1,2,0,2,0,5,16
168200,WEST,Pacific,6,CA,California,2,26,1,4,0,1,2,0,2,0,5,16
423442,SOUTH,South Atlantic,12,FL,Florida,2,56,1,5,0,1,4,1,3,0,5,14
317379,NORTHEAST,Middle Atlantic,36,NY,New York,1,90,3,3,0,1,1,0,0,1,5,8
468943,MIDWEST,East North Central,39,OH,Ohio,2,25,1,3,0,1,2,0,2,0,4,14
313998,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,48,1,4,0,4,4,1,3,0,5,16
107765,SOUTH,South Atlantic,45,SC,South Carolina,1,79,4,4,0,1,1,0,0,1,5,9
435362,WEST,Pacific,6,CA,California,2,69,3,3,0,1,2,0,1,1,5,13
25067,MIDWEST,West North Central,31,NE,Nebraska,1,28,1,1,0,1,3,1,2,0,1,13
196422,NORTHEAST,Middle Atlantic,36,NY,New York,1,26,1,4,0,1,3,0,3,0,5,16
176963,SOUTH,South Atlantic,12,FL,Florida,1,43,1,3,1,1,2,0,2,0,2,13
312981,SOUTH,South Atlantic,13,GA,Georgia,1,58,1,5,0,2,1,0,1,0,5,15
463663,MIDWEST,East North Central,18,IN,Indiana,1,86,3,3,0,1,1,0,0,1,5,14
265997,MIDWEST,East North Central,17,IL,Illinois,2,18,4,3,0,4,5,3,2,0,5,2
80273,WEST,Pacific,6,CA,California,2,62,3,4,0,1,2,0,1,1,5,11
245927,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,34,1,4,0,1,2,0,2,0,4,16
475851,MIDWEST,West North Central,31,NE,Nebraska,2,66,3,5,0,1,2,0,1,1,4,11
231717,WEST,Pacific,6,CA,California,1,65,3,3,0,1,6,1,3,2,5,14
428772,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,25,1,3,0,1,2,0,2,0,5,14
390733,WEST,Mountain South,32,NV,Nevada,2,68,3,3,0,1,3,0,2,1,5,14
399288,WEST,Pacific,6,CA,California,1,39,1,4,0,6,2,0,2,0,5,15
201889,WEST,Pacific,6,CA,California,1,52,1,3,0,1,2,0,1,1,5,13
461255,MIDWEST,East North Central,55,WI,Wisconsin,1,48,1,5,0,1,1,0,1,0,0,13
51080,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,69,1,3,0,1,2,0,0,2,5,15
19127,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,60,1,1,1,1,4,0,4,0,1,12
18949,NORTHEAST,New England,25,MA,Massachusetts,1,67,2,3,0,1,3,0,1,2,5,12
87422,SOUTH,South Atlantic,11,DC,District of Columbia,1,73,3,2,0,1,1,0,0,1,5,6
383704,MIDWEST,East North Central,18,IN,Indiana,1,39,4,2,0,6,3,1,2,0,5,9
88820,WEST,Mountain North,8,CO,Colorado,2,38,1,4,0,1,1,0,1,0,5,13
103521,NORTHEAST,Middle Atlantic,36,NY,New York,1,35,4,2,0,1,6,4,2,0,5,1
66242,SOUTH,South Atlantic,10,DE,Delaware,1,67,2,4,0,1,2,0,0,2,3,15
294780,SOUTH,West South Central,48,TX,Texas,2,40,1,4,0,1,1,0,1,0,0,15
292404,WEST,Pacific,6,CA,California,1,27,1,4,0,1,1,0,1,0,3,15
112578,WEST,Mountain South,4,AZ,Arizona,2,62,3,4,0,1,2,0,2,0,5,14
25370,SOUTH,East South Central,47,TN,Tennessee,2,62,3,3,0,1,3,0,3,0,5,14
357921,WEST,Mountain North,8,CO,Colorado,2,28,1,3,0,1,1,0,1,0,5,13
394096,SOUTH,West South Central,5,AR,Arkansas,1,35,1,2,0,1,4,2,2,0,5,4
146034,SOUTH,West South Central,40,OK,Oklahoma,1,50,4,3,0,6,5,0,5,0,5,8
157767,SOUTH,South Atlantic,10,DE,Delaware,2,85,3,2,0,1,2,0,0,2,5,7
480692,SOUTH,South Atlantic,37,NC,North Carolina,1,61,3,2,0,1,2,0,1,1,5,6
496162,NORTHEAST,New England,25,MA,Massachusetts,1,47,2,3,0,4,4,1,3,0,5,15
460516,SOUTH,East South Central,47,TN,Tennessee,2,57,3,4,0,1,2,0,2,0,4,14
198020,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,74,3,3,0,1,2,0,0,2,5,2
192711,SOUTH,South Atlantic,37,NC,North Carolina,1,42,1,4,0,4,4,2,2,0,5,16
37521,WEST,Mountain North,30,MT,Montana,1,62,2,4,0,1,1,0,1,0,0,13
300091,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,46,1,5,0,1,4,2,2,0,5,16
300361,SOUTH,South Atlantic,24,MD,Maryland,1,25,1,4,0,1,2,0,2,0,5,14
64690,SOUTH,South Atlantic,51,VA,Virginia,2,48,1,3,0,1,3,0,3,0,5,16
16645,SOUTH,South Atlantic,37,NC,North Carolina,1,45,1,5,0,1,1,0,1,0,5,11
450267,NORTHEAST,New England,44,RI,Rhode Island,1,31,1,5,0,1,4,2,2,0,5,15
340567,SOUTH,West South Central,40,OK,Oklahoma,2,40,1,5,0,4,4,2,2,0,5,16
487370,SOUTH,South Atlantic,11,DC,District of Columbia,2,34,1,4,0,1,1,0,1,0,5,15
322317,WEST,Pacific,15,HI,Hawaii,2,50,1,2,0,5,2,0,2,0,1,15
164108,SOUTH,East South Central,21,KY,Kentucky,1,70,3,3,0,1,2,0,0,2,5,12
323049,WEST,Mountain South,4,AZ,Arizona,2,44,1,5,1,1,1,0,1,0,5,11
188433,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,73,3,3,0,1,1,0,0,1,5,7
238890,WEST,Mountain South,32,NV,Nevada,1,83,3,3,0,1,2,0,0,2,5,12
488988,SOUTH,East South Central,47,TN,Tennessee,1,36,1,4,0,1,2,0,2,0,5,15
43948,WEST,Mountain North,8,CO,Colorado,2,71,3,3,0,1,2,0,0,2,5,15
91228,SOUTH,West South Central,48,TX,Texas,2,79,3,2,0,1,2,0,0,2,5,7
289097,SOUTH,West South Central,40,OK,Oklahoma,2,80,3,2,0,1,1,0,0,1,5,6
269140,NORTHEAST,Middle Atlantic,36,NY,New York,1,57,1,4,1,1,2,0,2,0,5,16
403325,WEST,Mountain South,4,AZ,Arizona,2,73,3,3,0,1,2,0,0,2,4,12
7566,NORTHEAST,New England,9,CT,Connecticut,1,59,1,3,0,1,1,0,1,0,0,14
197991,SOUTH,East South Central,47,TN,Tennessee,1,34,3,4,0,1,2,0,2,0,5,11
80053,SOUTH,West South Central,48,TX,Texas,2,67,4,3,0,1,2,0,0,2,5,13
364401,MIDWEST,West North Central,27,MN,Minnesota,1,47,1,3,1,4,6,1,5,0,5,13
164672,WEST,Mountain North,8,CO,Colorado,1,28,4,5,0,1,2,0,2,0,1,3
468181,WEST,Pacific,41,OR,Oregon,1,36,1,4,1,1,2,0,2,0,1,13
188047,SOUTH,South Atlantic,24,MD,Maryland,1,29,1,5,0,1,2,0,2,0,5,16
382562,WEST,Mountain North,8,CO,Colorado,1,62,1,4,0,1,2,0,2,0,3,16
146607,SOUTH,West South Central,48,TX,Texas,1,27,1,4,1,1,7,1,6,0,5,15
481204,WEST,Mountain South,4,AZ,Arizona,2,72,2,4,0,1,1,0,0,1,0,14
22400,NORTHEAST,Middle Atlantic,36,NY,New York,1,51,2,4,0,1,1,0,1,0,4,8
138677,SOUTH,South Atlantic,51,VA,Virginia,1,49,1,3,0,2,2,0,2,0,5,11
54923,MIDWEST,East North Central,55,WI,Wisconsin,2,54,1,2,0,2,3,0,3,0,5,12
175976,SOUTH,South Atlantic,45,SC,South Carolina,1,42,1,5,0,2,3,0,1,2,5,13
452885,SOUTH,East South Central,1,AL,Alabama,1,30,4,5,0,2,2,1,1,0,5,1
365881,SOUTH,West South Central,22,LA,Louisiana,2,66,3,3,0,1,2,0,1,1,5,13
280374,SOUTH,South Atlantic,51,VA,Virginia,1,66,2,2,0,2,2,0,1,1,5,6
120468,SOUTH,South Atlantic,37,NC,North Carolina,2,52,1,3,0,1,3,0,3,0,5,13
126020,SOUTH,South Atlantic,24,MD,Maryland,2,66,3,5,0,1,2,0,0,2,5,16
77620,SOUTH,South Atlantic,13,GA,Georgia,2,47,1,3,0,1,4,0,4,0,5,13
84378,WEST,Pacific,6,CA,California,2,52,1,3,0,1,2,0,2,0,0,16
371922,SOUTH,West South Central,40,OK,Oklahoma,2,32,1,2,0,1,2,0,2,0,5,14
490108,SOUTH,West South Central,22,LA,Louisiana,1,46,1,5,0,1,6,3,2,1,5,16
491133,MIDWEST,West North Central,19,IA,Iowa,1,57,1,5,0,1,3,0,3,0,5,14
113696,MIDWEST,East North Central,26,MI,Michigan,2,37,1,3,1,1,1,0,1,0,5,9
78502,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,65,1,2,0,1,4,0,2,2,5,9
257244,WEST,Mountain North,49,UT,Utah,1,45,1,3,0,6,2,1,1,0,5,11
113639,SOUTH,South Atlantic,51,VA,Virginia,2,66,1,2,0,1,2,0,1,1,0,11
7662,NORTHEAST,New England,25,MA,Massachusetts,2,74,3,4,0,1,2,0,0,2,5,16
479757,MIDWEST,West North Central,27,MN,Minnesota,2,52,3,2,0,1,1,0,1,0,5,3
472742,SOUTH,East South Central,47,TN,Tennessee,2,50,1,3,0,1,1,0,1,0,3,13
156431,NORTHEAST,Middle Atlantic,36,NY,New York,2,80,3,5,0,1,1,0,0,1,5,14
418508,NORTHEAST,Middle Atlantic,36,NY,New York,1,68,1,5,0,1,3,1,0,2,5,15
189463,SOUTH,South Atlantic,12,FL,Florida,1,77,3,2,0,1,2,0,0,2,5,6
269017,SOUTH,South Atlantic,11,DC,District of Columbia,1,71,3,4,0,1,2,0,0,2,5,11
39804,WEST,Pacific,6,CA,California,1,39,4,1,0,4,4,2,2,0,5,3
489957,SOUTH,South Atlantic,51,VA,Virginia,2,53,1,4,0,1,7,3,4,0,5,16
301617,SOUTH,South Atlantic,12,FL,Florida,1,40,1,5,0,1,5,3,2,0,5,16
127999,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,35,1,5,0,1,3,1,2,0,5,16
214040,NORTHEAST,Middle Atlantic,36,NY,New York,1,51,1,3,0,1,4,0,4,0,5,16
355394,NORTHEAST,Middle Atlantic,36,NY,New York,1,30,1,4,0,1,3,1,2,0,0,16
166846,WEST,Mountain South,4,AZ,Arizona,1,82,3,3,0,1,1,0,0,1,5,12
38164,MIDWEST,East North Central,17,IL,Illinois,2,44,1,4,0,1,5,3,2,0,4,16
11314,WEST,Pacific,6,CA,California,2,70,3,4,0,1,3,0,0,3,5,14
111240,WEST,Mountain South,4,AZ,Arizona,2,29,1,4,0,1,1,0,1,0,0,9
409827,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,61,1,3,0,1,1,0,1,0,0,12
397225,NORTHEAST,Middle Atlantic,36,NY,New York,2,52,4,2,1,1,2,0,2,0,5,3
285801,SOUTH,South Atlantic,54,WV,West Virginia,1,76,3,2,0,1,2,0,0,2,5,8
145357,SOUTH,South Atlantic,51,VA,Virginia,2,81,3,1,0,1,1,0,0,1,5,6
366930,WEST,Mountain North,8,CO,Colorado,2,50,1,4,0,1,2,1,1,0,0,13
150129,NORTHEAST,New England,50,VT,Vermont,1,53,1,5,0,1,1,0,1,0,1,14
459737,WEST,Mountain North,30,MT,Montana,2,89,3,2,0,1,2,0,0,2,5,11
486844,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,48,1,5,0,1,5,2,3,0,4,16
499386,SOUTH,South Atlantic,37,NC,North Carolina,1,41,1,4,0,1,1,0,1,0,0,12
249802,WEST,Mountain South,32,NV,Nevada,2,32,1,3,1,1,1,0,1,0,2,3
421169,WEST,Mountain South,4,AZ,Arizona,1,77,1,2,0,1,5,1,2,2,5,13
339432,MIDWEST,West North Central,31,NE,Nebraska,2,67,1,4,0,1,2,0,1,1,5,15
380011,SOUTH,South Atlantic,37,NC,North Carolina,1,73,3,3,0,2,1,0,0,1,5,10
6636,MIDWEST,East North Central,17,IL,Illinois,1,25,4,3,1,1,2,0,2,0,5,11
152165,SOUTH,West South Central,48,TX,Texas,1,75,3,1,1,1,3,0,1,2,5,10
143704,SOUTH,East South Central,47,TN,Tennessee,1,30,1,3,0,1,2,0,2,0,3,10
311241,SOUTH,East South Central,47,TN,Tennessee,1,33,1,4,0,4,1,0,1,0,3,14
479505,NORTHEAST,Middle Atlantic,36,NY,New York,2,77,3,2,0,1,2,0,0,2,5,10
300819,SOUTH,South Atlantic,24,MD,Maryland,1,77,3,5,0,2,2,0,1,1,5,15
59150,MIDWEST,East North Central,39,OH,Ohio,2,64,1,4,0,1,3,0,2,1,5,15
331601,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,69,3,5,0,1,3,0,2,1,5,16
52477,SOUTH,West South Central,22,LA,Louisiana,1,59,1,3,0,2,2,0,2,0,3,14
47938,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,62,4,3,0,1,1,0,1,0,5,7
234837,NORTHEAST,Middle Atlantic,36,NY,New York,2,52,1,3,0,1,3,1,1,1,3,15
122768,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,60,1,2,0,1,2,0,2,0,5,15
41429,NORTHEAST,New England,50,VT,Vermont,1,69,3,4,0,1,2,0,0,2,5,12
104305,SOUTH,South Atlantic,37,NC,North Carolina,2,42,1,4,0,1,4,2,2,0,5,16
361734,MIDWEST,East North Central,39,OH,Ohio,1,32,4,3,0,1,4,2,2,0,5,12
13254,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,63,2,5,0,1,1,0,1,0,5,10
269000,WEST,Mountain North,56,WY,Wyoming,2,41,4,2,0,1,2,0,2,0,5,11
287927,MIDWEST,East North Central,17,IL,Illinois,1,23,1,5,0,4,1,0,1,0,5,14
190416,SOUTH,South Atlantic,45,SC,South Carolina,2,88,3,1,0,1,3,0,1,2,5,8
474038,SOUTH,South Atlantic,24,MD,Maryland,2,81,3,3,0,1,2,0,0,2,5,11
70650,NORTHEAST,Middle Atlantic,36,NY,New York,1,79,3,2,0,1,1,0,0,1,5,7
23328,WEST,Mountain South,4,AZ,Arizona,2,75,3,3,0,1,2,0,0,2,5,10
305440,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,2,48,2,3,1,1,4,2,2,0,5,15
293582,WEST,Pacific,15,HI,Hawaii,1,54,1,5,0,4,4,2,2,0,5,16
413971,WEST,Pacific,6,CA,California,1,42,1,4,0,4,4,2,2,0,1,15
185749,NORTHEAST,New England,9,CT,Connecticut,2,47,1,4,0,1,4,2,2,0,2,16
433086,NORTHEAST,Middle Atlantic,36,NY,New York,1,55,1,4,0,1,2,0,2,0,0,13
9900,WEST,Pacific,53,WA,Washington,1,63,4,2,0,1,2,0,2,0,5,6
378067,NORTHEAST,Middle Atlantic,36,NY,New York,1,45,4,2,0,1,7,3,4,0,3,11
232756,WEST,Pacific,6,CA,California,1,35,2,2,0,1,4,2,2,0,5,16
347725,MIDWEST,West North Central,19,IA,Iowa,1,56,1,2,0,1,2,0,2,0,5,14
64974,SOUTH,South Atlantic,37,NC,North Carolina,2,70,3,4,0,1,1,0,0,1,5,12
199248,SOUTH,South Atlantic,37,NC,North Carolina,1,32,1,4,0,2,1,0,1,0,5,11
340912,NORTHEAST,Middle Atlantic,36,NY,New York,2,77,3,4,0,1,3,0,1,2,5,15
450365,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,72,2,5,0,4,2,0,0,2,5,13
366168,WEST,Pacific,53,WA,Washington,1,44,1,2,1,1,5,1,4,0,5,11
55396,MIDWEST,East North Central,39,OH,Ohio,1,80,3,2,0,1,2,0,1,1,5,11
468537,WEST,Pacific,6,CA,California,2,35,1,5,0,1,2,0,2,0,5,13
228282,NORTHEAST,Middle Atlantic,36,NY,New York,1,39,1,5,0,1,2,1,1,0,0,11
137465,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,50,1,3,0,1,5,2,3,0,5,14
338655,WEST,Pacific,6,CA,California,1,48,1,5,0,2,2,0,2,0,5,16
150605,SOUTH,West South Central,40,OK,Oklahoma,1,60,3,3,0,1,1,0,1,0,5,9
50164,NORTHEAST,New England,50,VT,Vermont,1,75,3,5,0,1,2,0,0,2,5,11
346274,SOUTH,South Atlantic,45,SC,South Carolina,1,80,3,1,0,1,4,0,2,2,5,10
63669,WEST,Pacific,6,CA,California,1,45,4,3,1,1,4,2,2,0,5,12
280238,SOUTH,South Atlantic,54,WV,West Virginia,2,60,1,4,0,1,4,2,2,0,5,16
296214,SOUTH,West South Central,48,TX,Texas,2,90,3,2,0,1,1,0,0,1,2,6
75818,SOUTH,South Atlantic,12,FL,Florida,2,53,1,1,0,1,2,0,2,0,5,7
310854,NORTHEAST,Middle Atlantic,36,NY,New York,2,63,2,4,0,1,1,0,1,0,5,12
441528,SOUTH,East South Central,1,AL,Alabama,1,73,3,5,0,1,1,0,0,1,5,13
82953,WEST,Mountain South,4,AZ,Arizona,2,47,1,2,1,1,3,0,3,0,3,11
365315,SOUTH,East South Central,47,TN,Tennessee,2,59,1,3,0,6,2,0,2,0,0,16
125857,NORTHEAST,New England,50,VT,Vermont,1,61,1,4,0,1,1,0,1,0,5,16
356884,SOUTH,South Atlantic,11,DC,District of Columbia,2,29,1,3,0,2,4,2,2,0,5,1
35747,SOUTH,South Atlantic,24,MD,Maryland,2,64,2,4,0,1,1,0,1,0,5,16
290207,SOUTH,South Atlantic,11,DC,District of Columbia,2,53,1,5,0,1,2,0,2,0,5,16
230394,WEST,Pacific,2,AK,Alaska,2,69,2,2,0,1,2,0,0,2,5,11
373922,MIDWEST,East North Central,55,WI,Wisconsin,2,58,1,2,0,1,2,0,2,0,1,11
496060,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,18,2,2,0,1,6,3,3,0,5,14
148796,MIDWEST,West North Central,29,MO,Missouri,2,67,3,3,0,1,2,0,1,1,5,13
235429,MIDWEST,West North Central,19,IA,Iowa,1,71,3,3,0,1,2,0,0,2,5,11
51871,SOUTH,East South Central,47,TN,Tennessee,1,32,4,2,0,1,5,0,5,0,5,5
284422,WEST,Pacific,41,OR,Oregon,2,68,3,3,0,1,2,0,0,2,5,10
65528,WEST,Pacific,41,OR,Oregon,2,65,3,3,0,1,2,0,1,1,5,12
55130,WEST,Pacific,2,AK,Alaska,2,41,1,3,0,1,3,2,1,0,3,15
428976,WEST,Pacific,53,WA,Washington,2,76,3,3,0,1,1,0,0,1,3,9
153178,WEST,Mountain North,49,UT,Utah,2,64,1,3,0,1,2,1,1,0,5,14
121995,NORTHEAST,Middle Atlantic,36,NY,New York,1,46,1,5,1,1,4,2,2,0,5,16
257647,WEST,Mountain South,32,NV,Nevada,2,72,3,5,0,1,1,0,0,1,5,9
55090,SOUTH,East South Central,47,TN,Tennessee,1,71,3,3,0,2,1,0,0,1,5,10
415714,NORTHEAST,New England,25,MA,Massachusetts,1,63,4,3,0,1,3,0,3,0,5,15
462283,MIDWEST,East North Central,17,IL,Illinois,1,44,4,5,0,4,5,3,2,0,5,14
294205,WEST,Pacific,6,CA,California,1,76,3,3,0,1,2,0,1,1,5,10
99249,WEST,Pacific,53,WA,Washington,2,74,1,2,0,1,3,0,1,2,5,12
132909,SOUTH,West South Central,48,TX,Texas,1,42,1,3,0,1,2,0,1,1,5,15
342015,MIDWEST,East North Central,39,OH,Ohio,1,42,1,4,0,1,3,1,2,0,5,16
150911,WEST,Pacific,6,CA,California,1,60,1,3,0,2,4,1,3,0,5,13
207570,SOUTH,South Atlantic,24,MD,Maryland,2,90,3,2,0,1,1,0,0,1,5,10
445237,SOUTH,South Atlantic,13,GA,Georgia,1,55,4,4,0,1,2,0,2,0,5,4
389687,WEST,Pacific,15,HI,Hawaii,1,46,1,5,0,6,2,0,2,0,5,13
498255,NORTHEAST,New England,44,RI,Rhode Island,2,75,3,3,0,1,2,0,1,1,5,13
317875,WEST,Pacific,6,CA,California,2,76,3,3,0,1,2,0,0,2,5,15
110434,SOUTH,West South Central,40,OK,Oklahoma,1,55,1,4,0,1,2,0,2,0,4,12
193069,SOUTH,West South Central,48,TX,Texas,1,33,1,5,0,4,2,0,2,0,5,16
246973,WEST,Mountain South,32,NV,Nevada,2,44,4,3,0,1,1,0,1,0,5,12
279319,SOUTH,South Atlantic,51,VA,Virginia,1,35,1,4,0,2,2,1,1,0,5,15
378427,NORTHEAST,Middle Atlantic,34,NJ,New Jersey,1,40,1,3,0,2,6,4,2,0,5,12
486130,WEST,Pacific,53,WA,Washington,1,24,1,4,0,4,1,0,1,0,5,10
138711,WEST,Mountain North,30,MT,Montana,2,72,3,4,0,1,1,0,0,1,5,8
232922,MIDWEST,East North Central,26,MI,Michigan,2,32,1,4,0,1,2,0,2,0,0,14
227652,SOUTH,South Atlantic,13,GA,Georgia,2,67,1,2,0,2,1,0,0,1,2,9
234499,MIDWEST,East North Central,39,OH,Ohio,2,64,3,4,0,1,2,0,2,0,5,14
136819,SOUTH,South Atlantic,51,VA,Virginia,1,47,1,5,0,1,2,0,2,0,5,16
481737,WEST,Mountain North,8,CO,Colorado,1,28,1,4,0,1,1,0,1,0,5,13
137904,MIDWEST,West North Central,46,SD,South Dakota,1,80,3,2,0,1,1,0,0,1,5,5
365085,WEST,Mountain North,49,UT,Utah,2,49,2,4,0,1,4,1,3,0,5,12
267232,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,2,74,3,3,0,1,3,0,2,1,4,16
353857,MIDWEST,West North Central,29,MO,Missouri,2,51,4,3,0,1,2,0,2,0,5,13
388544,WEST,Mountain North,8,CO,Colorado,2,49,1,5,0,1,4,2,2,0,5,16
23188,SOUTH,West South Central,48,TX,Texas,1,72,3,2,0,1,3,0,1,2,5,14
409149,WEST,Pacific,53,WA,Washington,2,48,1,5,0,1,1,0,1,0,5,16
221046,MIDWEST,East North Central,17,IL,Illinois,2,32,1,4,0,4,2,0,2,0,5,14
366447,SOUTH,South Atlantic,12,FL,Florida,1,44,1,4,0,1,5,3,2,0,5,16
474637,SOUTH,West South Central,48,TX,Texas,2,34,2,4,0,2,1,0,1,0,2,7
478064,MIDWEST,East North Central,18,IN,Indiana,1,25,4,2,0,1,4,2,2,0,5,6
367630,SOUTH,South Atlantic,37,NC,North Carolina,2,45,1,4,0,4,4,2,2,0,5,15
413687,MIDWEST,East North Central,17,IL,Illinois,2,50,1,3,0,2,1,0,1,0,0,12
172746,MIDWEST,East North Central,55,WI,Wisconsin,1,23,1,4,0,1,1,0,1,0,2,11
193584,SOUTH,West South Central,48,TX,Texas,1,60,3,3,0,1,1,0,1,0,5,7
106089,NORTHEAST,New England,44,RI,Rhode Island,1,33,1,5,0,1,3,1,2,0,5,16
151240,NORTHEAST,Middle Atlantic,36,NY,New York,1,49,1,3,0,4,7,0,5,2,5,15
59808,SOUTH,South Atlantic,11,DC,District of Columbia,2,70,3,5,0,1,2,0,0,2,5,16
147755,SOUTH,West South Central,22,LA,Louisiana,1,33,1,1,0,1,1,0,1,0,0,9
9335,SOUTH,South Atlantic,45,SC,South Carolina,1,30,2,3,0,1,2,1,1,0,5,7
37723,MIDWEST,West North Central,27,MN,Minnesota,1,82,4,2,0,1,1,0,0,1,5,6
21534,SOUTH,West South Central,48,TX,Texas,2,36,1,3,1,1,3,1,2,0,5,16
403735,MIDWEST,West North Central,20,KS,Kansas,1,37,4,5,0,1,3,1,2,0,5,14
423321,SOUTH,South Atlantic,12,FL,Florida,2,19,4,2,0,1,2,0,2,0,4,12
136594,NORTHEAST,Middle Atlantic,36,NY,New York,1,39,1,5,0,1,1,0,1,0,5,16
273945,MIDWEST,East North Central,39,OH,Ohio,2,70,3,2,0,1,1,0,0,1,0,14
216839,MIDWEST,West North Central,31,NE,Nebraska,1,64,1,2,0,1,1,0,1,0,3,6
121889,NORTHEAST,Middle Atlantic,36,NY,New York,1,90,3,1,1,6,1,0,0,1,5,3
223253,WEST,Pacific,15,HI,Hawaii,2,78,3,3,0,1,2,0,0,2,5,14
108978,WEST,Pacific,15,HI,Hawaii,2,55,1,3,1,6,3,0,2,1,5,14
158748,SOUTH,South Atlantic,45,SC,South Carolina,1,59,1,3,0,2,3,0,3,0,3,12
264289,WEST,Pacific,2,AK,Alaska,1,43,2,4,0,1,5,1,4,0,5,16
495454,MIDWEST,West North Central,27,MN,Minnesota,2,60,1,3,0,1,2,0,2,0,5,13
334645,SOUTH,South Atlantic,24,MD,Maryland,2,58,3,2,0,2,1,0,1,0,5,3
333928,SOUTH,East South Central,21,KY,Kentucky,2,68,3,2,0,1,3,1,1,1,5,11
497787,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,59,1,2,0,1,2,0,1,1,5,16
300400,WEST,Pacific,6,CA,California,2,55,1,5,1,1,3,1,2,0,5,16
348324,WEST,Pacific,15,HI,Hawaii,1,49,1,3,0,4,4,1,2,1,5,13
234973,NORTHEAST,Middle Atlantic,42,PA,Pennsylvania,1,59,2,2,0,1,2,0,2,0,5,12
292891,SOUTH,South Atlantic,24,MD,Maryland,2,28,1,4,1,1,4,2,2,0,5,16
168284,SOUTH,East South Central,47,TN,Tennessee,1,62,3,2,0,1,2,0,2,0,5,12
121570,MIDWEST,East North Central,39,OH,Ohio,1,68,3,4,0,1,2,0,1,1,5,7
351935,MIDWEST,East North Central,55,WI,Wisconsin,2,19,1,2,0,1,1,0,1,0,0,10
106658,SOUTH,West South Central,5,AR,Arkansas,1,64,2,3,0,1,4,2,1,1,1,13
43118,NORTHEAST,Middle Atlantic,36,NY,New York,1,40,1,5,0,2,2,0,2,0,2,16
210877,NORTHEAST,Middle Atlantic,36,NY,New York,1,45,1,4,0,1,2,0,2,0,0,12
496254,WEST,Pacific,6,CA,California,2,42,1,3,0,1,4,2,2,0,3,14
499103,MIDWEST,East North Central,26,MI,Michigan,1,70,1,4,0,1,1,0,0,1,5,15
235467,SOUTH,South Atlantic,10,DE,Delaware,1,27,1,5,0,2,3,1,2,0,5,15
72495,MIDWEST,East North Central,18,IN,Indiana,2,32,1,5,0,4,2,0,2,0,3,2
156296,MIDWEST,East North Central,18,IN,Indiana,2,34,4,3,0,1,3,1,2,0,5,14
